实体名称,实体类型,制裁项目,依据法规,制裁原因,国家,来源,数据源,同步日期
"GAZPROM DOBYCHA IRKUTSK, OOO",组织,US-SSI,制裁,别名: GAZPROM DOBYCHA IRKUTSK; OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA IRKUTSK',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19672,us_ofac_cons,2026-06-19
Акционерный Коммерческий Банк Новикомбанк акционерное общество,Company,US-SSI,制裁,别名: AKTSIONERNY KOMMERCHESKI BANK NOVIKOMBANK AKTSIONERNOE OBSHCHESTVO; АО АКБ НОВИКОМБАНК; Novikombank JCSB,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18784,us_ofac_cons,2026-06-19
GAZKARDSERVIS OOO,组织,US-SSI,制裁,别名: LIMITED LIABILITY COMPANY GAZKARDSERVIS,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20295,us_ofac_cons,2026-06-19
Qais Abdul KARIM,个人,US-NS-PLC,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9716,us_ofac_cons,2026-06-19
Basem ZA'ARIR,个人,US-NS-PLC,制裁,别名: Basim Ahmad ZAAREER,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9675,us_ofac_cons,2026-06-19
AKTSIONERNOE OBSHCHESTVO RT-STROITELNYE TEKHNOLOGII,组织,US-SSI,制裁,"别名: RT-STROITELNYE TECHNOLOGIES OAO; RT-STROITELNYE TEKHNOLOGII, AO; OPEN JOINT-STOCK COMPANY RT-STROITELNYYE TEKHNOLOGII",ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18816,us_ofac_cons,2026-06-19
"SHERVUD PREMER, OOO",组织,US-SSI,制裁,别名: SHERVUD PREMIER OOO; OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'SHERVUD PREMER',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20676,us_ofac_cons,2026-06-19
"GAZPROM SVYAZ, OOO",组织,US-SSI,制裁,别名: GAZPROM SVYAZ; OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM SVYAZ',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19545,us_ofac_cons,2026-06-19
"TRANSNEFT-DIASKAN, AO",组织,US-SSI,制裁,别名: JSC 'TRANSNEFT-DIASCAN'; AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - DIASKAN'; OPEN JOINT-STOCK COMPANY 'CENTRE OF TECHNICAL DIAGNOSTICS',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=22399,us_ofac_cons,2026-06-19
AVIC AVIATION HIGH-TECHNOLOGY COMPANY LIMITED,组织,US-NS-CMIC,制裁,"别名: AVIC Hi-Tech; AVIC Aviation High-Technology Co., Ltd.",cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=32082,us_ofac_cons,2026-06-19
PJSC VTB BANK (KIEV),组织,US-SSI,制裁,"别名: VTB BANK, PUBLIC JOINT STOCK COMPANY; PUBLICHNE AKTSIONERNE TOVARYSTVO VTB BANK; PUBLIC-JOINT STOCK COMPANY VTB BANK (UKRAINE)",ua,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18720,us_ofac_cons,2026-06-19
"TSUP VSTO, OOO",组织,US-SSI,制裁,别名: OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'TSENTR UPRAVLENIYA PROEKTOM 'VOSTOCHNAYA SIBIR - TIKHI OKEAN'; LIMITED LIABILITY COMPANY 'CENTRE OF MANAGEMENT OF THE PROJECT EASTERN SIBERIA-PACIFIC OCEAN'; LLC TSUP VSTO,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=22394,us_ofac_cons,2026-06-19
Акционерное Общество Технодинамика,组织,US-SSI,制裁,别名: JSC Tekhnodinamika; Teknodinamika JSC; Joint Stock Company Aviation Equipment,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18774,us_ofac_cons,2026-06-19
Abdul Fattah HASAN DUKHAN,个人,US-NS-PLC,制裁,别名: Abdul Fattah HASAN DOUKHAN,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9648,us_ofac_cons,2026-06-19
"VELICHKOVSKI ELEVATOR, OAO",组织,US-SSI,制裁,别名: OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'VELICHKOVSKI ELEVATOR'; OPEN JOINT STOCK COMPANY 'Velichkovskiy Elevator',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20666,us_ofac_cons,2026-06-19
UNITED COMPANY OJSC,组织,US-SSI,制裁,别名: PJSC 'UNITED COMPANY'; OAO 'OBIDINENAIYA KOMANIYA'; OJSC UNITED COMPANY,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20001,us_ofac_cons,2026-06-19
UNITED INSTRUMENT MANUFACTURING CORPORATION,组织,US-SSI,制裁,别名: JSC-UNITED-INSTRUMENT-MANUFACTURING-CORPORATION,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18787,us_ofac_cons,2026-06-19
"Xiamen Meiya Pico Information Co., Ltd.",组织,US-NS-CMIC,制裁,,cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33896,us_ofac_cons,2026-06-19
"Panda Electronics Group Co., Ltd.",组织,US-NS-CMIC,制裁,别名: Panda Electronics Group Limited,cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=30950,us_ofac_cons,2026-06-19
"BELOGLINSKI ELEVATOR, OAO",组织,US-SSI,制裁,别名: OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'BELOGLINSKI ELEVATOR'; OAO 'BELOGLINSKI ELEVATOR'; OPEN JOINT STOCK COMPANY 'BELOGLINSKIY ELEVATOR',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20662,us_ofac_cons,2026-06-19
RT-Inform Limited Liability Company,组织,US-SSI,制裁,别名: RT-Inform LLC,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18788,us_ofac_cons,2026-06-19
PUBLIC JOINT STOCK COMPANY TRANSNEFT,组织,US-NS-MBS; US-SSI,制裁,别名: PAO Transneft; ПАО ТРАНСНЕФТЬ; Oil Transporting Joint Stock Company Transneft,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=17254,us_ofac_cons,2026-06-19
GAZPROMBANK (SWITZERLAND) LTD,组织,US-SSI,制裁,别名: Russische Kommerzial Bank AG; Gazprombank Schweiz AG,ch,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20312,us_ofac_cons,2026-06-19
Open Joint-Stock Company Rosneft Oil Company,组织,US-SSI,制裁,别名: OAO Rosneft Oil Company; Oil Company Rosneft; Rosneft,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=17022,us_ofac_cons,2026-06-19
VERTOLETY ROSSII AO,组织,US-SSI,制裁,别名: Joint Stock Company Russian Helicopters; OPEN JOINT STOCK COMPANY RUSSIAN HELICOPTERS; Aktsionernoe Obshchestvo Vertolety Rossii,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18820,us_ofac_cons,2026-06-19
"TRANSNEFT-PRIKAME, AO",组织,US-SSI,制裁,别名: AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - PRIKAME'; OPEN JOINT-STOCK COMPANY 'NORTH-WESTERN OIL TRUNK PIPELINES'; JSC 'SZMN',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=22402,us_ofac_cons,2026-06-19
AKTSIONERNOE OBSHCHESTVO RT-BIOTEKHPROM,组织,US-SSI,制裁,"别名: RT-BIOTECHPROM; RT-BIOTEKHPROM, AO; RT-BIOTECHPROM OJSC",ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18777,us_ofac_cons,2026-06-19
Fathi Mohammed QAR'AWI,个人,US-NS-PLC,制裁,别名: Mohammed Fathi QARAWI,ps,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9651,us_ofac_cons,2026-06-19
PJSC VERKHNECHONSKNEFTEGAZ,组织,US-SSI,制裁,别名: OJSC VERKHNECHONSKNEFTEGAZ; VERKHNECHONSKNEFTEGAZ; AO VCHNG,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18271,us_ofac_cons,2026-06-19
"GAZPROM INFORM, OOO",组织,US-SSI,制裁,别名: OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM INFORM'; GAZPROM INFORM,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19670,us_ofac_cons,2026-06-19
KRASLESINVEST CJSC,组织,US-SSI,制裁,别名: CJSC KRASLESINVEST; ZAKRYTOE AKTSIONERNOE OBSHCHESTVO KRASLESINVEST; THE CLOSED JOINT-STOCK COMPANY KRASLESINVEST,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18278,us_ofac_cons,2026-06-19
"LESPROMPROTSESSING, ZAO",组织,US-SSI,制裁,别名: LESPROMPROCESSING CJSC; CJSC LESPROMPROCESSING; CLOSED JOINT-STOCK COMPANY 'LESPROMPROCESSING',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20003,us_ofac_cons,2026-06-19
Mushir AL-HABAL,个人,US-NS-PLC,制裁,别名: Moshir Omar ELHABEL; Moshir EL-MASRI,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9708,us_ofac_cons,2026-06-19
Ahmad BAHAR,个人,US-NS-PLC,制裁,别名: Ahmed Mohamed BAHAR,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9704,us_ofac_cons,2026-06-19
Fathi Ahmad Mohammad HAMMAD,个人,US-NS-PLC,制裁,别名: Fathy Ahmed Hamad; Fathi Hamad; Fathi Ahmad Hammad,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9659,us_ofac_cons,2026-06-19
Aziz DWEIK,个人,US-NS-PLC,制裁,别名: Aziz Salem Mustada DWAIK,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9668,us_ofac_cons,2026-06-19
Ahmad SA'DAT,个人,US-NS-PLC,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9713,us_ofac_cons,2026-06-19
Jamil MAJDALAWI,个人,US-NS-PLC,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9714,us_ofac_cons,2026-06-19
Mohammed ABU TEIR,个人,US-NS-PLC,制裁,别名: Mohammed Mahmud ABU TAIR; Mohammad Mahmoud ABOU TAYR,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9640,us_ofac_cons,2026-06-19
Salah AL-BARDAWIL,个人,US-NS-PLC,制裁,别名: Salah Mohammad EL BARDAWIL,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9699,us_ofac_cons,2026-06-19
Michel Joseph Martelly,个人,US-NS-MBS,制裁,别名: Michael Martelly,us; do; ht,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=50476,us_ofac_cons,2026-06-19
Mahmoud Khaled ZAHHAR,个人,US-NS-PLC,制裁,别名: Mahmoud Khaled AL ZAHAR,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9647,us_ofac_cons,2026-06-19
